name,Afghanistan,Algeria,Angola,Argentina,Australia,Austria,Bahrain,Bangladesh,Belgium,Bolivia,Bosnia-Herzegovina,Botswana,Brazil,Brunei,Cambodia,Cameroon,Canada,Chad,Chile,China,Colombia,Congo,Congo Dem Rep,CoteDIvore,Cuba,Czech,Denmark,Ecuador,Egypt,Eritrea,Ethiopia,Finland,France,Gabon,Gambia,Germany,Ghana,Greece,Hong Kong,Hungary,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Lebanon,Lesotho,Liberia,Libya,Madagascar,Malawi,Malaysia,Mali,Mauritania,Mauritius,Mexico,Mongolia,Morocco,Mozambique,Namibia,Netherlands,New Zealand,Niger,Nigeria,North Korea,Norway,Oman,Pakistan,Palestine,Paraguay,Peru,Philippines,Portugal,Qatar,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Seychelles,Sierra Leone,Singapore,Slovakia,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tanzania,Thailand,Togo,Tunisia,Turkey,UAE,UK,USA,Uganda,Ukraine,Uruguay,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
Interest > Careers > Remote Working,,120.0,3.0,,137.0,4.0,94.0,2.0,6.0,,1.0,31.0,5.0,,3.0,3.0,37.0,,,4.0,,1.0,9.0,,,2.0,2.0,,58.0,,1.0,3.0,73.0,,,33.0,13.0,3.0,8.0,,6015.0,5.0,2.0,13.0,11.0,11.0,14.0,1.0,11.0,328.0,12.0,107.0,69.0,19.0,1.0,1.0,,4.0,37.0,13.0,,5.0,2.0,,184.0,11.0,49.0,23.0,27.0,,14.0,,36.0,128.0,55.0,9.0,,,23.0,4.0,548.0,6.0,4.0,3.0,306.0,,2.0,,69.0,,2.0,22654.0,5.0,,4.0,3.0,5.0,21.0,9.0,3.0,13.0,3.0,4.0,225.0,,10.0,3.0,2478.0,132.0,1371.0,6.0,3.0,,2.0,3.0,3.0,8.0,16.0
Interest > Careers > Vocational Training,,190.0,19.0,6.0,1063.0,25.0,772.0,10.0,42.0,,1.0,115.0,25.0,14.0,5.0,5.0,506.0,,5.0,32.0,,3.0,29.0,3.0,,13.0,22.0,1.0,308.0,,15.0,13.0,189.0,3.0,,178.0,26.0,12.0,61.0,20.0,33494.0,52.0,120.0,43.0,160.0,57.0,120.0,5.0,71.0,1940.0,75.0,971.0,218.0,61.0,5.0,5.0,6.0,21.0,335.0,21.0,2.0,31.0,13.0,1.0,130.0,55.0,266.0,130.0,316.0,1.0,70.0,,92.0,1156.0,96.0,24.0,,41.0,82.0,34.0,1862.0,9.0,56.0,10.0,2498.0,4.0,10.0,3.0,328.0,2.0,11.0,80738.0,27.0,1.0,44.0,18.0,27.0,71.0,47.0,43.0,17.0,22.0,34.0,311.0,3.0,19.0,31.0,9692.0,1351.0,4339.0,16.0,5.0,3.0,2.0,34.0,41.0,51.0,82.0
Interest > Collecting,,185.0,5.0,3.0,1571.0,14.0,823.0,8.0,22.0,,,78.0,11.0,13.0,4.0,5.0,497.0,1.0,4.0,28.0,3.0,2.0,13.0,8.0,,13.0,11.0,1.0,654.0,,6.0,7.0,130.0,2.0,,162.0,22.0,5.0,35.0,6.0,29321.0,43.0,121.0,82.0,98.0,54.0,113.0,1.0,46.0,295.0,67.0,1054.0,1414.0,31.0,4.0,34.0,2.0,13.0,367.0,19.0,2.0,8.0,18.0,,185.0,21.0,83.0,81.0,195.0,,49.0,,96.0,978.0,18.0,59.0,,41.0,84.0,15.0,1693.0,5.0,93.0,4.0,2620.0,,5.0,3.0,329.0,,3.0,35597.0,22.0,2.0,26.0,7.0,28.0,37.0,31.0,32.0,38.0,12.0,22.0,281.0,1.0,41.0,29.0,8762.0,697.0,3666.0,13.0,6.0,,2.0,33.0,59.0,27.0,39.0
Interest > Collecting > Comic Books,,94.0,5.0,2.0,1344.0,13.0,733.0,7.0,20.0,,,65.0,6.0,9.0,4.0,4.0,411.0,1.0,3.0,25.0,2.0,2.0,11.0,7.0,,12.0,8.0,,469.0,,4.0,7.0,105.0,2.0,,136.0,20.0,5.0,29.0,5.0,27665.0,37.0,120.0,46.0,94.0,43.0,104.0,,41.0,139.0,58.0,926.0,1175.0,26.0,3.0,23.0,1.0,10.0,274.0,18.0,1.0,5.0,8.0,,84.0,16.0,69.0,68.0,160.0,,42.0,,80.0,856.0,10.0,36.0,,1.0,67.0,9.0,1239.0,4.0,70.0,2.0,1956.0,,5.0,2.0,294.0,,3.0,30519.0,19.0,2.0,17.0,6.0,11.0,34.0,26.0,27.0,29.0,11.0,20.0,267.0,1.0,28.0,17.0,7556.0,614.0,3134.0,10.0,5.0,,2.0,30.0,43.0,22.0,32.0
Interest > Collecting > Stamps and Coins,,105.0,4.0,2.0,1086.0,12.0,626.0,7.0,16.0,,,55.0,7.0,8.0,4.0,2.0,386.0,,2.0,21.0,2.0,2.0,8.0,8.0,,11.0,6.0,1.0,158.0,,5.0,3.0,94.0,1.0,,110.0,16.0,3.0,25.0,4.0,23499.0,28.0,119.0,42.0,81.0,38.0,87.0,1.0,35.0,95.0,42.0,786.0,1186.0,22.0,3.0,22.0,,8.0,294.0,19.0,,7.0,18.0,,73.0,13.0,64.0,63.0,151.0,,28.0,,58.0,722.0,8.0,35.0,,41.0,50.0,11.0,1420.0,3.0,49.0,3.0,1777.0,,3.0,3.0,245.0,,2.0,22028.0,16.0,2.0,21.0,6.0,13.0,22.0,22.0,29.0,10.0,11.0,16.0,44.0,,19.0,19.0,6136.0,520.0,2883.0,9.0,4.0,,2.0,20.0,48.0,15.0,24.0
Interest > College Education,1.0,347.0,20.0,3.0,1182.0,29.0,1654.0,21.0,40.0,,2.0,207.0,19.0,24.0,6.0,10.0,720.0,1.0,5.0,32.0,1.0,4.0,38.0,10.0,3.0,15.0,25.0,1.0,687.0,,25.0,8.0,233.0,3.0,1.0,225.0,31.0,14.0,66.0,25.0,62251.0,83.0,121.0,73.0,199.0,130.0,253.0,2.0,88.0,600.0,99.0,2031.0,613.0,90.0,6.0,19.0,5.0,30.0,700.0,24.0,1.0,30.0,11.0,,218.0,54.0,164.0,170.0,295.0,,70.0,,137.0,2052.0,145.0,67.0,1.0,41.0,124.0,24.0,2829.0,8.0,57.0,16.0,4728.0,5.0,14.0,3.0,610.0,1.0,13.0,57225.0,44.0,2.0,42.0,28.0,30.0,209.0,63.0,72.0,29.0,30.0,72.0,322.0,3.0,41.0,40.0,18343.0,1268.0,5795.0,27.0,8.0,2.0,1.0,28.0,44.0,101.0,117.0
Interest > College Education > College Planning,1.0,100.0,13.0,2.0,1040.0,25.0,1539.0,12.0,28.0,,1.0,67.0,7.0,20.0,3.0,8.0,630.0,1.0,4.0,30.0,1.0,2.0,26.0,5.0,,12.0,21.0,1.0,519.0,,17.0,6.0,177.0,1.0,1.0,188.0,19.0,11.0,56.0,24.0,57456.0,68.0,120.0,56.0,156.0,112.0,227.0,1.0,77.0,494.0,77.0,1856.0,209.0,49.0,4.0,14.0,3.0,14.0,589.0,23.0,1.0,16.0,8.0,,73.0,29.0,74.0,122.0,227.0,,55.0,,102.0,1848.0,50.0,64.0,1.0,40.0,96.0,14.0,2604.0,7.0,40.0,8.0,4294.0,2.0,10.0,2.0,516.0,1.0,10.0,33753.0,34.0,1.0,29.0,24.0,20.0,47.0,54.0,57.0,24.0,14.0,33.0,294.0,3.0,19.0,25.0,13597.0,969.0,5346.0,21.0,3.0,1.0,1.0,18.0,10.0,25.0,63.0
Interest > College Education > Undergraduate Education,1.0,344.0,18.0,2.0,918.0,23.0,1332.0,19.0,38.0,,2.0,194.0,16.0,18.0,6.0,8.0,544.0,,5.0,28.0,1.0,3.0,35.0,10.0,3.0,15.0,20.0,1.0,648.0,,20.0,7.0,194.0,2.0,1.0,181.0,29.0,11.0,60.0,22.0,51539.0,74.0,121.0,66.0,156.0,113.0,204.0,2.0,78.0,579.0,89.0,1639.0,586.0,84.0,5.0,18.0,4.0,28.0,588.0,24.0,1.0,28.0,10.0,,212.0,49.0,151.0,151.0,232.0,,62.0,,129.0,1673.0,138.0,65.0,1.0,41.0,122.0,21.0,2331.0,7.0,52.0,16.0,3926.0,4.0,12.0,1.0,515.0,1.0,10.0,51584.0,35.0,2.0,36.0,25.0,27.0,205.0,55.0,57.0,23.0,26.0,65.0,301.0,2.0,40.0,37.0,15504.0,1045.0,5217.0,22.0,7.0,2.0,1.0,20.0,42.0,99.0,109.0
Interest > College Sports,1.0,523.0,14.0,6.0,1308.0,40.0,1586.0,21.0,53.0,,2.0,221.0,15.0,26.0,5.0,21.0,735.0,1.0,6.0,35.0,5.0,3.0,40.0,9.0,2.0,21.0,31.0,,3884.0,1.0,57.0,25.0,297.0,6.0,2.0,304.0,88.0,26.0,77.0,23.0,60357.0,72.0,123.0,130.0,209.0,147.0,302.0,4.0,94.0,585.0,387.0,2113.0,730.0,140.0,17.0,78.0,4.0,77.0,460.0,24.0,3.0,39.0,17.0,,667.0,64.0,361.0,196.0,270.0,,535.0,,143.0,1822.0,141.0,108.0,2.0,27.0,399.0,26.0,2840.0,13.0,108.0,22.0,5160.0,6.0,14.0,17.0,584.0,1.0,15.0,90082.0,40.0,19.0,68.0,26.0,43.0,114.0,66.0,71.0,58.0,17.0,82.0,317.0,6.0,75.0,79.0,14206.0,1269.0,5836.0,152.0,12.0,2.0,3.0,23.0,48.0,139.0,279.0
Interest > College Sports > College Baseball,,391.0,13.0,3.0,798.0,31.0,1082.0,6.0,31.0,,1.0,101.0,9.0,16.0,2.0,10.0,435.0,1.0,3.0,23.0,4.0,2.0,27.0,5.0,1.0,11.0,21.0,,3730.0,,16.0,11.0,210.0,2.0,1.0,204.0,40.0,20.0,46.0,9.0,41821.0,57.0,2.0,111.0,116.0,107.0,214.0,,73.0,543.0,224.0,1378.0,528.0,104.0,6.0,61.0,3.0,19.0,321.0,21.0,3.0,22.0,13.0,,533.0,42.0,202.0,128.0,159.0,,185.0,,96.0,1194.0,42.0,98.0,2.0,26.0,228.0,18.0,1927.0,9.0,90.0,14.0,3333.0,3.0,9.0,,387.0,1.0,9.0,67873.0,27.0,1.0,44.0,18.0,37.0,67.0,40.0,49.0,46.0,12.0,40.0,293.0,2.0,59.0,51.0,9009.0,870.0,4430.0,50.0,7.0,2.0,2.0,15.0,43.0,48.0,103.0
Interest > College Sports > College Basketball,,405.0,10.0,5.0,1042.0,27.0,1309.0,12.0,32.0,,2.0,87.0,10.0,19.0,4.0,9.0,526.0,1.0,3.0,26.0,3.0,1.0,24.0,5.0,1.0,17.0,16.0,,1202.0,,16.0,13.0,223.0,2.0,1.0,210.0,43.0,20.0,50.0,19.0,49339.0,60.0,121.0,116.0,131.0,115.0,232.0,1.0,73.0,548.0,225.0,1673.0,633.0,98.0,9.0,61.0,2.0,15.0,358.0,20.0,3.0,24.0,15.0,,538.0,38.0,200.0,130.0,198.0,,196.0,,111.0,1495.0,96.0,98.0,2.0,27.0,370.0,19.0,2337.0,9.0,98.0,15.0,4166.0,3.0,10.0,,459.0,1.0,9.0,63616.0,31.0,1.0,47.0,21.0,32.0,63.0,48.0,47.0,49.0,12.0,44.0,293.0,4.0,60.0,55.0,11260.0,994.0,5121.0,54.0,10.0,2.0,1.0,17.0,42.0,49.0,108.0
Interest > College Sports > College Football,1.0,510.0,12.0,6.0,1141.0,36.0,1347.0,11.0,49.0,,2.0,207.0,15.0,23.0,4.0,20.0,628.0,1.0,5.0,32.0,5.0,3.0,39.0,9.0,2.0,17.0,30.0,,3831.0,1.0,55.0,24.0,256.0,5.0,2.0,275.0,87.0,24.0,68.0,23.0,51319.0,68.0,123.0,123.0,188.0,128.0,259.0,4.0,90.0,570.0,379.0,1805.0,598.0,136.0,17.0,77.0,4.0,75.0,419.0,24.0,3.0,36.0,15.0,,656.0,59.0,354.0,174.0,231.0,,528.0,,129.0,1590.0,77.0,106.0,2.0,26.0,276.0,25.0,2510.0,12.0,99.0,21.0,4432.0,6.0,13.0,17.0,524.0,1.0,15.0,83683.0,35.0,19.0,61.0,23.0,42.0,112.0,64.0,66.0,52.0,16.0,77.0,308.0,6.0,72.0,71.0,12334.0,1146.0,5321.0,150.0,8.0,2.0,3.0,21.0,48.0,138.0,272.0
Interest > Computer Software and Applications,16.0,9729.0,56.0,31.0,6514.0,229.0,4754.0,69.0,291.0,3.0,12.0,170.0,150.0,66.0,23.0,45.0,2770.0,12.0,15.0,126.0,28.0,11.0,68.0,53.0,2.0,73.0,165.0,13.0,50552.0,,59.0,72.0,1515.0,16.0,7.0,2178.0,145.0,121.0,205.0,61.0,143702.0,934.0,186.0,3098.0,530.0,1126.0,1112.0,11.0,256.0,16990.0,645.0,8975.0,17793.0,182.0,23.0,1575.0,8.0,40.0,1505.0,34.0,201.0,70.0,59.0,4.0,10480.0,82.0,175.0,982.0,700.0,11.0,616.0,,571.0,7163.0,2390.0,4536.0,16.0,57.0,700.0,65.0,8895.0,93.0,404.0,34.0,58651.0,35.0,19.0,12.0,1648.0,11.0,66.0,65963.0,128.0,38.0,357.0,70.0,1685.0,107.0,600.0,239.0,2290.0,65.0,170.0,655.0,12.0,1712.0,1609.0,55381.0,3958.0,12416.0,144.0,107.0,8.0,51.0,104.0,864.0,148.0,260.0
Interest > Computer Software and Applications > 3-D Graphics,2.0,4871.0,4.0,6.0,913.0,63.0,379.0,3.0,67.0,,,4.0,12.0,2.0,1.0,6.0,219.0,7.0,1.0,10.0,1.0,1.0,5.0,11.0,,13.0,30.0,3.0,10330.0,,5.0,23.0,264.0,3.0,,618.0,5.0,27.0,9.0,13.0,5774.0,35.0,131.0,1091.0,32.0,374.0,173.0,,25.0,6460.0,12.0,985.0,1177.0,3.0,1.0,616.0,,2.0,93.0,22.0,114.0,,3.0,,7911.0,,3.0,219.0,25.0,5.0,13.0,,68.0,1094.0,13.0,2787.0,,2.0,21.0,4.0,868.0,17.0,70.0,2.0,13440.0,10.0,1.0,,100.0,2.0,20.0,2828.0,11.0,29.0,83.0,1.0,942.0,2.0,205.0,21.0,748.0,7.0,4.0,251.0,,472.0,482.0,3037.0,441.0,2501.0,7.0,28.0,1.0,10.0,6.0,329.0,,3.0
Interest > Computer Software and Applications > Antivirus Software,2.0,1650.0,13.0,5.0,1697.0,31.0,1633.0,11.0,39.0,,4.0,42.0,13.0,32.0,7.0,5.0,710.0,,1.0,36.0,5.0,2.0,15.0,4.0,,17.0,35.0,1.0,6273.0,,10.0,10.0,242.0,2.0,2.0,295.0,22.0,10.0,84.0,17.0,52906.0,222.0,129.0,280.0,177.0,122.0,263.0,1.0,84.0,884.0,82.0,2265.0,3398.0,27.0,3.0,179.0,2.0,9.0,470.0,20.0,6.0,15.0,19.0,,1181.0,15.0,33.0,202.0,211.0,,58.0,,131.0,2183.0,836.0,213.0,,43.0,76.0,18.0,3161.0,12.0,62.0,12.0,10856.0,3.0,5.0,,456.0,2.0,9.0,14376.0,26.0,4.0,46.0,24.0,118.0,20.0,60.0,44.0,168.0,17.0,29.0,302.0,2.0,108.0,163.0,16460.0,1064.0,5594.0,23.0,16.0,2.0,3.0,24.0,118.0,16.0,27.0
Interest > Computer Software and Applications > Browsers,2.0,1390.0,8.0,4.0,1977.0,17.0,406.0,13.0,44.0,,2.0,31.0,17.0,15.0,4.0,9.0,332.0,1.0,3.0,28.0,4.0,,3.0,6.0,,5.0,26.0,1.0,2375.0,,4.0,10.0,202.0,1.0,1.0,185.0,16.0,7.0,56.0,13.0,15552.0,218.0,124.0,241.0,53.0,66.0,81.0,,41.0,432.0,83.0,709.0,704.0,30.0,,130.0,,5.0,314.0,19.0,3.0,4.0,11.0,,1030.0,15.0,14.0,122.0,70.0,,57.0,,102.0,729.0,186.0,149.0,2.0,42.0,40.0,8.0,1073.0,6.0,43.0,13.0,5571.0,1.0,2.0,1.0,193.0,,7.0,7877.0,12.0,,40.0,17.0,82.0,6.0,29.0,36.0,158.0,7.0,18.0,423.0,1.0,145.0,110.0,9068.0,550.0,4047.0,19.0,16.0,2.0,6.0,13.0,89.0,20.0,37.0
Interest > Computer Software and Applications > Computer Animation,1.0,1163.0,10.0,3.0,2853.0,34.0,2159.0,6.0,28.0,,2.0,23.0,9.0,33.0,6.0,7.0,883.0,2.0,2.0,38.0,5.0,2.0,14.0,5.0,,22.0,29.0,2.0,1331.0,,9.0,8.0,168.0,1.0,,254.0,16.0,11.0,71.0,21.0,81426.0,322.0,120.0,167.0,201.0,147.0,331.0,2.0,94.0,502.0,78.0,2870.0,357.0,11.0,7.0,59.0,3.0,12.0,464.0,17.0,,19.0,12.0,1.0,685.0,10.0,9.0,170.0,284.0,,60.0,,113.0,2653.0,471.0,62.0,,43.0,74.0,6.0,3982.0,11.0,38.0,9.0,7682.0,1.0,11.0,2.0,620.0,1.0,6.0,3503.0,27.0,4.0,37.0,20.0,41.0,10.0,36.0,70.0,65.0,13.0,40.0,325.0,3.0,62.0,53.0,20545.0,1137.0,6076.0,32.0,12.0,,,30.0,58.0,12.0,14.0
Interest > Computer Software and Applications > Databases,1.0,659.0,13.0,5.0,1134.0,23.0,158.0,2.0,38.0,1.0,1.0,9.0,43.0,5.0,1.0,20.0,400.0,,3.0,20.0,6.0,6.0,6.0,20.0,,6.0,14.0,,3334.0,,3.0,8.0,574.0,4.0,3.0,187.0,39.0,15.0,11.0,17.0,6367.0,50.0,130.0,193.0,24.0,45.0,78.0,,15.0,616.0,189.0,391.0,11043.0,58.0,6.0,140.0,,3.0,152.0,21.0,2.0,7.0,8.0,,504.0,9.0,13.0,99.0,83.0,1.0,236.0,,171.0,376.0,254.0,133.0,7.0,42.0,49.0,16.0,775.0,13.0,43.0,5.0,4902.0,5.0,,6.0,58.0,3.0,1.0,8001.0,9.0,2.0,45.0,4.0,91.0,6.0,55.0,54.0,190.0,3.0,29.0,232.0,5.0,104.0,112.0,5589.0,346.0,3281.0,36.0,14.0,4.0,11.0,11.0,81.0,27.0,62.0
Interest > Computer Software and Applications > Desktop Publishing,4.0,4748.0,14.0,9.0,2966.0,88.0,1417.0,16.0,90.0,,2.0,31.0,22.0,24.0,7.0,14.0,747.0,7.0,5.0,60.0,2.0,2.0,16.0,13.0,,27.0,54.0,3.0,11881.0,,19.0,37.0,545.0,2.0,1.0,766.0,31.0,24.0,63.0,27.0,39131.0,486.0,140.0,1215.0,169.0,427.0,324.0,4.0,102.0,6919.0,136.0,2449.0,1648.0,17.0,3.0,667.0,1.0,8.0,424.0,21.0,115.0,13.0,24.0,1.0,8073.0,14.0,22.0,321.0,204.0,5.0,87.0,,323.0,2539.0,1012.0,2928.0,1.0,43.0,153.0,13.0,2984.0,23.0,92.0,7.0,18548.0,11.0,6.0,2.0,459.0,3.0,26.0,12230.0,36.0,31.0,135.0,17.0,985.0,14.0,229.0,78.0,791.0,22.0,24.0,327.0,3.0,523.0,520.0,15948.0,1164.0,6302.0,28.0,35.0,2.0,13.0,39.0,354.0,18.0,25.0
Interest > Computer Software and Applications > Digital Audio,10.0,7118.0,16.0,12.0,2513.0,130.0,1560.0,22.0,137.0,1.0,4.0,37.0,46.0,19.0,8.0,14.0,872.0,8.0,4.0,50.0,6.0,3.0,21.0,22.0,1.0,31.0,76.0,6.0,21084.0,,20.0,37.0,672.0,3.0,1.0,1114.0,27.0,56.0,52.0,37.0,39611.0,143.0,155.0,1879.0,163.0,645.0,423.0,4.0,95.0,13180.0,85.0,3197.0,7799.0,26.0,2.0,1035.0,3.0,7.0,313.0,27.0,187.0,20.0,23.0,1.0,9004.0,17.0,40.0,431.0,174.0,7.0,80.0,,190.0,3045.0,801.0,3401.0,2.0,49.0,125.0,17.0,3142.0,44.0,203.0,5.0,29513.0,19.0,9.0,,415.0,7.0,50.0,12253.0,41.0,31.0,187.0,13.0,1267.0,29.0,383.0,73.0,1545.0,17.0,29.0,332.0,4.0,1128.0,960.0,17863.0,1263.0,5969.0,30.0,67.0,3.0,24.0,24.0,625.0,25.0,42.0
Interest > Computer Software and Applications > Graphics Software,1.0,1954.0,6.0,,1576.0,18.0,722.0,6.0,20.0,,2.0,10.0,10.0,9.0,2.0,2.0,290.0,1.0,1.0,16.0,,1.0,9.0,3.0,,7.0,11.0,,2821.0,,3.0,7.0,173.0,2.0,,136.0,10.0,13.0,26.0,4.0,27975.0,71.0,125.0,192.0,71.0,60.0,129.0,1.0,43.0,737.0,76.0,967.0,478.0,22.0,1.0,107.0,1.0,8.0,156.0,17.0,2.0,13.0,11.0,,1059.0,4.0,13.0,95.0,110.0,,49.0,,90.0,1149.0,79.0,160.0,,26.0,58.0,2.0,1592.0,9.0,18.0,2.0,7024.0,1.0,1.0,,208.0,1.0,7.0,7860.0,12.0,2.0,17.0,4.0,93.0,13.0,20.0,19.0,134.0,7.0,15.0,268.0,2.0,100.0,82.0,7604.0,462.0,3578.0,21.0,10.0,,2.0,15.0,77.0,6.0,18.0
Interest > Computer Software and Applications > Operating Systems,3.0,4251.0,4.0,6.0,206.0,60.0,360.0,3.0,75.0,,1.0,4.0,10.0,,1.0,9.0,178.0,7.0,1.0,12.0,2.0,1.0,9.0,9.0,,12.0,23.0,2.0,9512.0,,5.0,22.0,304.0,2.0,,598.0,6.0,23.0,7.0,10.0,4209.0,20.0,132.0,1032.0,30.0,361.0,164.0,,25.0,6398.0,46.0,1012.0,2764.0,12.0,1.0,618.0,1.0,1.0,63.0,21.0,113.0,2.0,4.0,,7722.0,,1.0,220.0,24.0,5.0,30.0,,70.0,1037.0,33.0,2766.0,,25.0,26.0,5.0,862.0,19.0,67.0,5.0,13163.0,10.0,,,64.0,2.0,21.0,1557.0,10.0,28.0,87.0,1.0,926.0,1.0,199.0,20.0,678.0,6.0,10.0,243.0,,447.0,455.0,3016.0,411.0,2637.0,11.0,25.0,1.0,9.0,2.0,321.0,4.0,11.0
Interest > Computer Software and Applications > Photo Editing Software,6.0,5766.0,17.0,16.0,2504.0,102.0,1873.0,21.0,131.0,,2.0,47.0,30.0,22.0,12.0,16.0,800.0,7.0,6.0,45.0,12.0,2.0,28.0,15.0,1.0,29.0,57.0,5.0,15893.0,,16.0,31.0,530.0,4.0,,882.0,33.0,41.0,55.0,31.0,56115.0,282.0,138.0,1261.0,173.0,490.0,436.0,,107.0,7210.0,206.0,3203.0,3913.0,49.0,4.0,744.0,3.0,15.0,802.0,25.0,118.0,18.0,23.0,,8443.0,32.0,50.0,412.0,277.0,7.0,153.0,,289.0,3159.0,805.0,2934.0,8.0,46.0,373.0,18.0,3643.0,42.0,146.0,16.0,21238.0,14.0,10.0,2.0,610.0,4.0,28.0,17529.0,33.0,29.0,151.0,18.0,1016.0,22.0,245.0,75.0,816.0,15.0,49.0,340.0,1.0,663.0,534.0,22525.0,1497.0,5964.0,42.0,38.0,4.0,18.0,38.0,390.0,35.0,58.0
Interest > Computer Software and Applications > Shareware and Freeware,13.0,4224.0,25.0,15.0,4531.0,112.0,2105.0,29.0,133.0,1.0,7.0,89.0,63.0,49.0,11.0,18.0,1350.0,1.0,9.0,82.0,17.0,4.0,38.0,15.0,2.0,34.0,90.0,6.0,14786.0,,29.0,26.0,643.0,5.0,3.0,866.0,57.0,38.0,141.0,27.0,63777.0,758.0,163.0,1117.0,294.0,352.0,431.0,2.0,159.0,7970.0,283.0,3637.0,7733.0,78.0,4.0,673.0,6.0,17.0,901.0,26.0,75.0,22.0,41.0,,2937.0,48.0,74.0,441.0,392.0,3.0,225.0,,418.0,3713.0,1677.0,829.0,11.0,52.0,268.0,34.0,4611.0,47.0,212.0,22.0,24370.0,12.0,9.0,3.0,1068.0,7.0,37.0,32266.0,54.0,8.0,179.0,39.0,489.0,51.0,253.0,109.0,1157.0,24.0,85.0,388.0,4.0,831.0,648.0,31300.0,2019.0,8327.0,63.0,57.0,4.0,23.0,51.0,433.0,57.0,101.0
Interest > Computer Software and Applications > Video Software,9.0,4391.0,37.0,15.0,5135.0,125.0,3969.0,45.0,151.0,3.0,8.0,98.0,96.0,56.0,15.0,24.0,2150.0,4.0,8.0,85.0,17.0,10.0,40.0,35.0,1.0,53.0,93.0,5.0,31340.0,,41.0,41.0,991.0,11.0,6.0,1109.0,107.0,72.0,138.0,39.0,132358.0,663.0,142.0,1364.0,437.0,556.0,801.0,11.0,202.0,4634.0,409.0,6966.0,14088.0,118.0,20.0,475.0,5.0,25.0,1030.0,25.0,25.0,49.0,39.0,2.0,2593.0,41.0,91.0,567.0,526.0,3.0,444.0,,449.0,4948.0,1377.0,1339.0,9.0,55.0,537.0,50.0,7381.0,53.0,169.0,24.0,32544.0,18.0,16.0,8.0,1153.0,6.0,23.0,33893.0,89.0,8.0,182.0,45.0,349.0,70.0,257.0,188.0,706.0,46.0,116.0,433.0,11.0,662.0,698.0,43336.0,2829.0,9817.0,96.0,50.0,6.0,21.0,82.0,253.0,94.0,165.0
Interest > Computer Software and Applications > Web Conferencing,2.0,2593.0,21.0,5.0,2236.0,53.0,1754.0,17.0,61.0,,1.0,48.0,31.0,34.0,10.0,10.0,1005.0,4.0,5.0,47.0,5.0,3.0,21.0,6.0,,19.0,52.0,3.0,17336.0,,10.0,13.0,330.0,7.0,1.0,471.0,34.0,15.0,111.0,11.0,59196.0,362.0,126.0,800.0,205.0,243.0,328.0,2.0,114.0,2737.0,154.0,3329.0,4278.0,50.0,7.0,218.0,2.0,16.0,733.0,20.0,12.0,15.0,22.0,2.0,1619.0,21.0,34.0,248.0,253.0,2.0,128.0,,194.0,2304.0,167.0,617.0,3.0,45.0,312.0,16.0,3715.0,20.0,68.0,7.0,15571.0,4.0,5.0,2.0,839.0,1.0,15.0,16822.0,49.0,3.0,71.0,28.0,167.0,23.0,108.0,77.0,327.0,24.0,44.0,468.0,7.0,333.0,292.0,23861.0,1486.0,6719.0,42.0,24.0,1.0,11.0,34.0,166.0,29.0,57.0
Interest > Computing,9.0,1951.0,18.0,7.0,1795.0,66.0,2430.0,17.0,53.0,,3.0,102.0,36.0,35.0,6.0,10.0,1022.0,2.0,6.0,49.0,4.0,2.0,45.0,9.0,2.0,31.0,43.0,,4236.0,,15.0,29.0,528.0,3.0,,472.0,23.0,23.0,80.0,14.0,86517.0,154.0,133.0,485.0,251.0,217.0,419.0,4.0,101.0,1333.0,89.0,3334.0,773.0,54.0,7.0,170.0,4.0,18.0,631.0,24.0,8.0,30.0,18.0,,816.0,51.0,130.0,281.0,341.0,3.0,92.0,,432.0,3169.0,552.0,215.0,1.0,43.0,125.0,20.0,4473.0,19.0,84.0,13.0,12380.0,5.0,14.0,2.0,694.0,1.0,16.0,53776.0,46.0,6.0,78.0,31.0,149.0,48.0,115.0,76.0,458.0,20.0,45.0,319.0,7.0,178.0,246.0,25980.0,1538.0,6721.0,39.0,21.0,2.0,12.0,39.0,133.0,43.0,75.0
Interest > Computing > Computer Networking,5.0,1584.0,9.0,5.0,864.0,28.0,1228.0,3.0,22.0,,2.0,66.0,19.0,15.0,4.0,5.0,492.0,1.0,2.0,28.0,4.0,2.0,30.0,2.0,1.0,15.0,18.0,,2557.0,,8.0,13.0,188.0,2.0,,205.0,12.0,13.0,33.0,9.0,45481.0,82.0,125.0,181.0,107.0,115.0,230.0,2.0,54.0,824.0,41.0,1753.0,417.0,35.0,3.0,71.0,2.0,9.0,374.0,22.0,2.0,18.0,13.0,,463.0,43.0,108.0,165.0,179.0,1.0,48.0,,284.0,1613.0,83.0,100.0,1.0,43.0,53.0,12.0,2367.0,6.0,30.0,7.0,6817.0,2.0,8.0,2.0,346.0,1.0,6.0,41224.0,23.0,1.0,43.0,13.0,76.0,28.0,48.0,38.0,107.0,13.0,21.0,279.0,3.0,86.0,106.0,10877.0,749.0,4103.0,25.0,11.0,2.0,3.0,28.0,75.0,26.0,55.0
