name,Afghanistan,Algeria,Angola,Argentina,Australia,Austria,Bahrain,Bangladesh,Belgium,Bolivia,Bosnia-Herzegovina,Botswana,Brazil,Brunei,Cambodia,Cameroon,Canada,Chad,Chile,China,Colombia,Congo,Congo Dem Rep,CoteDIvore,Cuba,Czech,Denmark,Ecuador,Egypt,Eritrea,Ethiopia,Finland,France,Gabon,Gambia,Germany,Ghana,Greece,Hong Kong,Hungary,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Lebanon,Lesotho,Liberia,Libya,Madagascar,Malawi,Malaysia,Mali,Mauritania,Mauritius,Mexico,Mongolia,Morocco,Mozambique,Namibia,Netherlands,New Zealand,Niger,Nigeria,North Korea,Norway,Oman,Pakistan,Palestine,Paraguay,Peru,Philippines,Portugal,Qatar,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Seychelles,Sierra Leone,Singapore,Slovakia,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tanzania,Thailand,Togo,Tunisia,Turkey,UAE,UK,USA,Uganda,Ukraine,Uruguay,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
Interest > Auto Body Styles > Station Wagon,3.0,369.0,29.0,4.0,1530.0,43.0,1525.0,22.0,38.0,1.0,2.0,165.0,25.0,28.0,7.0,8.0,903.0,,8.0,36.0,3.0,3.0,43.0,14.0,,20.0,27.0,,527.0,,16.0,12.0,251.0,4.0,1.0,299.0,51.0,21.0,92.0,12.0,56127.0,117.0,123.0,78.0,233.0,94.0,250.0,1.0,104.0,291.0,159.0,1949.0,364.0,84.0,7.0,38.0,7.0,39.0,488.0,19.0,,40.0,20.0,1.0,187.0,84.0,233.0,196.0,401.0,,120.0,,133.0,2020.0,175.0,30.0,,40.0,127.0,41.0,2622.0,15.0,57.0,7.0,5547.0,2.0,14.0,1.0,592.0,3.0,8.0,112251.0,41.0,5.0,61.0,34.0,28.0,78.0,63.0,76.0,24.0,18.0,55.0,346.0,3.0,27.0,38.0,21217.0,1678.0,5934.0,29.0,10.0,3.0,4.0,34.0,45.0,72.0,147.0
Interest > Auto Body Styles > Van,2.0,188.0,16.0,2.0,235.0,6.0,51.0,1.0,45.0,1.0,1.0,87.0,16.0,4.0,1.0,7.0,114.0,,2.0,9.0,3.0,1.0,32.0,6.0,1.0,3.0,4.0,1.0,243.0,,6.0,1.0,212.0,1.0,,70.0,16.0,6.0,25.0,17.0,4315.0,62.0,119.0,27.0,37.0,18.0,27.0,2.0,17.0,216.0,91.0,89.0,718.0,49.0,1.0,24.0,7.0,12.0,111.0,20.0,,14.0,5.0,1.0,145.0,32.0,258.0,108.0,89.0,1.0,56.0,,60.0,91.0,93.0,48.0,2.0,2.0,29.0,24.0,384.0,9.0,17.0,8.0,456.0,6.0,7.0,,74.0,3.0,4.0,65610.0,9.0,3.0,24.0,2.0,31.0,42.0,19.0,20.0,19.0,14.0,18.0,259.0,2.0,59.0,23.0,900.0,429.0,2796.0,16.0,3.0,5.0,4.0,11.0,43.0,35.0,80.0
Interest > Auto Racing,3.0,588.0,16.0,7.0,779.0,41.0,405.0,31.0,64.0,1.0,1.0,319.0,33.0,14.0,9.0,29.0,577.0,1.0,5.0,26.0,7.0,6.0,43.0,11.0,,17.0,37.0,,999.0,3.0,125.0,26.0,487.0,5.0,7.0,207.0,164.0,19.0,76.0,19.0,16338.0,46.0,124.0,85.0,316.0,67.0,117.0,10.0,52.0,223.0,402.0,588.0,434.0,103.0,23.0,76.0,5.0,151.0,378.0,23.0,4.0,61.0,19.0,2.0,612.0,72.0,436.0,150.0,247.0,,911.0,,171.0,677.0,120.0,62.0,,23.0,342.0,38.0,1169.0,4.0,74.0,29.0,2891.0,15.0,14.0,41.0,287.0,2.0,15.0,61292.0,30.0,31.0,115.0,12.0,32.0,124.0,68.0,72.0,35.0,13.0,139.0,315.0,8.0,116.0,50.0,6744.0,805.0,3669.0,180.0,10.0,2.0,4.0,18.0,51.0,303.0,490.0
Interest > Auto Racing > Motorcycle Sports,3.0,576.0,16.0,7.0,756.0,41.0,372.0,31.0,62.0,1.0,1.0,315.0,33.0,13.0,8.0,28.0,563.0,1.0,5.0,25.0,7.0,6.0,43.0,10.0,,17.0,37.0,,894.0,3.0,122.0,26.0,484.0,5.0,7.0,201.0,158.0,18.0,74.0,19.0,15190.0,43.0,123.0,72.0,308.0,63.0,112.0,10.0,50.0,197.0,392.0,505.0,351.0,101.0,23.0,74.0,5.0,149.0,375.0,23.0,3.0,58.0,19.0,2.0,591.0,70.0,429.0,141.0,236.0,,881.0,,169.0,606.0,72.0,59.0,,22.0,341.0,36.0,1029.0,4.0,69.0,29.0,2713.0,15.0,13.0,39.0,273.0,2.0,15.0,60995.0,28.0,29.0,112.0,11.0,32.0,121.0,68.0,72.0,33.0,13.0,137.0,306.0,8.0,115.0,38.0,5963.0,775.0,3251.0,171.0,8.0,2.0,4.0,18.0,51.0,294.0,483.0
Interest > Auto Technology,,535.0,8.0,3.0,1714.0,36.0,1187.0,2.0,35.0,,1.0,51.0,11.0,22.0,4.0,4.0,595.0,1.0,2.0,40.0,2.0,1.0,14.0,9.0,1.0,15.0,27.0,,1592.0,,7.0,11.0,360.0,2.0,1.0,225.0,13.0,15.0,50.0,18.0,41872.0,65.0,124.0,145.0,142.0,89.0,192.0,2.0,80.0,576.0,66.0,1655.0,921.0,23.0,4.0,62.0,3.0,9.0,327.0,20.0,2.0,7.0,11.0,,421.0,12.0,46.0,127.0,169.0,1.0,50.0,,177.0,1766.0,27.0,85.0,,40.0,56.0,8.0,2358.0,7.0,42.0,6.0,6923.0,1.0,4.0,1.0,358.0,2.0,10.0,20410.0,26.0,1.0,37.0,14.0,71.0,16.0,57.0,46.0,78.0,9.0,32.0,295.0,5.0,49.0,90.0,11593.0,831.0,4886.0,23.0,4.0,,4.0,18.0,81.0,9.0,27.0
Interest > Auto Technology > Auto Infotainment Technologies,,478.0,8.0,2.0,1684.0,33.0,1123.0,2.0,31.0,,1.0,50.0,11.0,21.0,3.0,3.0,582.0,1.0,2.0,38.0,2.0,1.0,13.0,7.0,1.0,15.0,25.0,,1242.0,,7.0,11.0,355.0,2.0,1.0,205.0,12.0,15.0,47.0,7.0,39642.0,62.0,5.0,138.0,138.0,80.0,183.0,2.0,78.0,445.0,63.0,1557.0,894.0,22.0,4.0,56.0,3.0,8.0,312.0,20.0,2.0,6.0,11.0,,352.0,11.0,45.0,111.0,161.0,1.0,48.0,,151.0,1625.0,22.0,75.0,,40.0,49.0,7.0,2246.0,6.0,41.0,6.0,6224.0,1.0,4.0,1.0,351.0,2.0,10.0,17951.0,25.0,1.0,36.0,13.0,61.0,15.0,56.0,46.0,72.0,9.0,30.0,294.0,5.0,48.0,82.0,11026.0,803.0,4563.0,22.0,4.0,,3.0,18.0,77.0,8.0,26.0
Interest > Auto Technology > Auto Navigation Systems,,444.0,6.0,3.0,1348.0,26.0,765.0,1.0,28.0,,,47.0,7.0,16.0,3.0,2.0,373.0,1.0,2.0,32.0,1.0,1.0,12.0,7.0,1.0,12.0,16.0,,1232.0,,5.0,9.0,336.0,2.0,1.0,166.0,7.0,11.0,28.0,6.0,27360.0,54.0,6.0,119.0,82.0,57.0,134.0,1.0,57.0,498.0,43.0,1041.0,869.0,20.0,2.0,49.0,2.0,8.0,262.0,20.0,2.0,7.0,11.0,,357.0,11.0,46.0,97.0,105.0,1.0,27.0,,131.0,1154.0,25.0,73.0,,40.0,48.0,7.0,1605.0,6.0,38.0,3.0,5317.0,1.0,2.0,,248.0,2.0,8.0,19399.0,21.0,,32.0,9.0,63.0,15.0,49.0,35.0,68.0,6.0,24.0,276.0,3.0,45.0,81.0,7380.0,525.0,3704.0,19.0,2.0,,4.0,16.0,74.0,5.0,23.0
Interest > Auto Technology > Auto Safety Technologies,,211.0,7.0,1.0,1298.0,16.0,640.0,1.0,19.0,,,42.0,6.0,15.0,3.0,4.0,302.0,,1.0,30.0,1.0,1.0,11.0,5.0,1.0,9.0,14.0,,978.0,,3.0,8.0,311.0,1.0,1.0,115.0,8.0,8.0,31.0,3.0,23555.0,45.0,3.0,90.0,68.0,50.0,103.0,1.0,50.0,444.0,55.0,913.0,736.0,21.0,1.0,30.0,1.0,8.0,238.0,19.0,,5.0,10.0,,243.0,9.0,45.0,75.0,82.0,1.0,40.0,,154.0,1035.0,22.0,50.0,,40.0,46.0,6.0,1424.0,5.0,29.0,5.0,4267.0,,1.0,,235.0,,5.0,19331.0,20.0,,15.0,12.0,44.0,15.0,22.0,30.0,28.0,6.0,21.0,267.0,3.0,20.0,60.0,6595.0,478.0,2947.0,18.0,3.0,,2.0,14.0,56.0,7.0,24.0
Interest > Auto Type,9.0,1503.0,55.0,15.0,2559.0,75.0,2197.0,61.0,107.0,4.0,2.0,509.0,69.0,33.0,16.0,16.0,1334.0,1.0,15.0,97.0,10.0,3.0,113.0,27.0,3.0,38.0,69.0,6.0,5339.0,1.0,38.0,36.0,697.0,5.0,4.0,566.0,92.0,40.0,152.0,37.0,75895.0,134.0,137.0,244.0,365.0,192.0,422.0,4.0,199.0,982.0,320.0,3157.0,1656.0,236.0,12.0,103.0,19.0,71.0,747.0,32.0,6.0,88.0,64.0,,736.0,185.0,769.0,449.0,670.0,4.0,238.0,,258.0,3385.0,607.0,117.0,,47.0,293.0,70.0,4866.0,32.0,195.0,31.0,12221.0,13.0,23.0,9.0,904.0,3.0,32.0,264021.0,90.0,6.0,128.0,66.0,105.0,235.0,132.0,125.0,139.0,48.0,136.0,449.0,8.0,73.0,144.0,47000.0,2917.0,8325.0,66.0,33.0,1.0,10.0,69.0,77.0,203.0,343.0
Interest > Auto Type > Budget Cars,2.0,27.0,24.0,5.0,548.0,21.0,473.0,23.0,31.0,1.0,,267.0,32.0,13.0,5.0,11.0,382.0,,6.0,31.0,3.0,2.0,56.0,10.0,1.0,13.0,20.0,,199.0,,6.0,9.0,215.0,1.0,1.0,193.0,26.0,6.0,49.0,21.0,22380.0,45.0,7.0,35.0,97.0,45.0,109.0,2.0,76.0,58.0,90.0,599.0,569.0,91.0,3.0,10.0,10.0,37.0,276.0,23.0,1.0,31.0,20.0,,55.0,86.0,319.0,143.0,157.0,1.0,81.0,,100.0,875.0,269.0,12.0,,42.0,92.0,25.0,1123.0,9.0,56.0,15.0,1620.0,6.0,9.0,3.0,279.0,1.0,11.0,130114.0,39.0,2.0,36.0,30.0,23.0,108.0,47.0,40.0,10.0,16.0,49.0,296.0,5.0,6.0,35.0,18636.0,973.0,3546.0,26.0,12.0,1.0,3.0,21.0,44.0,115.0,159.0
Interest > Auto Type > Certified Pre-Owned Cars,,235.0,2.0,1.0,214.0,8.0,156.0,1.0,3.0,,,4.0,4.0,6.0,1.0,,73.0,,1.0,9.0,1.0,,6.0,1.0,,5.0,3.0,,84.0,,2.0,,69.0,,,23.0,1.0,1.0,7.0,13.0,7290.0,15.0,,16.0,28.0,7.0,27.0,,27.0,182.0,11.0,216.0,33.0,8.0,,4.0,1.0,1.0,72.0,17.0,,,8.0,,141.0,1.0,8.0,23.0,41.0,,7.0,,24.0,318.0,13.0,5.0,,,13.0,3.0,661.0,,6.0,1.0,534.0,,1.0,,79.0,,4.0,3366.0,7.0,1.0,4.0,4.0,7.0,4.0,10.0,5.0,7.0,1.0,1.0,239.0,,8.0,5.0,3421.0,161.0,1167.0,5.0,3.0,,,3.0,4.0,8.0,7.0
Interest > Auto Type > Classic Cars,1.0,97.0,18.0,2.0,504.0,18.0,446.0,4.0,21.0,,,92.0,12.0,9.0,2.0,5.0,179.0,,2.0,25.0,3.0,1.0,24.0,4.0,,9.0,17.0,,444.0,,10.0,10.0,160.0,1.0,,114.0,17.0,10.0,33.0,10.0,16716.0,21.0,3.0,68.0,53.0,24.0,70.0,,50.0,215.0,55.0,731.0,185.0,35.0,2.0,37.0,3.0,11.0,110.0,20.0,,19.0,19.0,,153.0,33.0,143.0,65.0,183.0,,35.0,,72.0,641.0,49.0,13.0,,42.0,66.0,15.0,1286.0,3.0,14.0,4.0,2063.0,3.0,3.0,1.0,213.0,1.0,5.0,67140.0,17.0,,14.0,13.0,17.0,56.0,22.0,11.0,17.0,7.0,15.0,257.0,2.0,10.0,16.0,8724.0,562.0,2942.0,14.0,2.0,,1.0,13.0,42.0,27.0,37.0
Interest > Auto Type > Concept Cars,4.0,1337.0,31.0,5.0,1762.0,51.0,1550.0,42.0,64.0,4.0,1.0,240.0,38.0,27.0,6.0,12.0,887.0,1.0,13.0,68.0,8.0,3.0,65.0,17.0,2.0,27.0,41.0,3.0,3394.0,,22.0,21.0,549.0,3.0,3.0,361.0,57.0,30.0,106.0,30.0,51708.0,100.0,129.0,170.0,226.0,122.0,281.0,2.0,146.0,653.0,233.0,2155.0,1348.0,137.0,7.0,78.0,14.0,36.0,568.0,28.0,4.0,46.0,44.0,,674.0,117.0,371.0,292.0,373.0,3.0,147.0,,204.0,2494.0,453.0,66.0,,43.0,184.0,41.0,3841.0,18.0,109.0,17.0,8333.0,8.0,13.0,3.0,632.0,2.0,25.0,154449.0,61.0,4.0,78.0,44.0,76.0,144.0,88.0,87.0,114.0,21.0,81.0,380.0,6.0,54.0,96.0,35761.0,1814.0,6377.0,51.0,27.0,,10.0,47.0,64.0,84.0,159.0
Interest > Auto Type > Driverless Cars,8.0,1343.0,53.0,15.0,2195.0,68.0,2052.0,56.0,98.0,3.0,2.0,493.0,63.0,29.0,16.0,16.0,1182.0,1.0,15.0,88.0,9.0,3.0,106.0,27.0,3.0,33.0,61.0,5.0,2388.0,,34.0,34.0,644.0,4.0,4.0,501.0,82.0,39.0,144.0,36.0,71175.0,114.0,135.0,155.0,324.0,168.0,377.0,3.0,186.0,481.0,290.0,2873.0,1033.0,217.0,12.0,71.0,16.0,69.0,709.0,31.0,5.0,81.0,59.0,,557.0,178.0,747.0,406.0,628.0,4.0,206.0,,233.0,3071.0,592.0,54.0,,46.0,285.0,67.0,4550.0,27.0,188.0,31.0,8923.0,13.0,22.0,8.0,860.0,3.0,30.0,254240.0,86.0,5.0,116.0,64.0,73.0,221.0,106.0,116.0,70.0,45.0,129.0,436.0,7.0,59.0,110.0,45338.0,2708.0,7707.0,60.0,31.0,1.0,9.0,67.0,67.0,190.0,335.0
Interest > Auto Type > Green Vehicles,4.0,22.0,17.0,6.0,646.0,16.0,567.0,10.0,26.0,1.0,,195.0,17.0,13.0,7.0,5.0,298.0,,1.0,24.0,6.0,1.0,31.0,6.0,1.0,7.0,14.0,,189.0,,4.0,4.0,168.0,,1.0,140.0,16.0,8.0,45.0,8.0,22725.0,30.0,3.0,30.0,82.0,38.0,97.0,,69.0,353.0,56.0,873.0,605.0,46.0,4.0,9.0,7.0,25.0,317.0,20.0,2.0,13.0,13.0,,30.0,55.0,191.0,90.0,131.0,1.0,45.0,,93.0,930.0,105.0,14.0,,41.0,75.0,14.0,1653.0,7.0,46.0,6.0,1602.0,7.0,6.0,1.0,277.0,,5.0,69447.0,21.0,1.0,31.0,14.0,21.0,49.0,35.0,27.0,11.0,10.0,26.0,285.0,3.0,7.0,25.0,10750.0,691.0,3749.0,17.0,5.0,1.0,3.0,13.0,42.0,66.0,91.0
Interest > Auto Type > Luxury Cars,4.0,623.0,29.0,12.0,1464.0,44.0,1302.0,48.0,58.0,2.0,2.0,341.0,37.0,25.0,7.0,13.0,855.0,1.0,13.0,61.0,7.0,2.0,69.0,16.0,1.0,26.0,44.0,4.0,1057.0,,22.0,24.0,515.0,4.0,4.0,328.0,52.0,21.0,107.0,29.0,44546.0,81.0,127.0,100.0,227.0,93.0,243.0,2.0,139.0,374.0,236.0,1907.0,563.0,129.0,7.0,41.0,10.0,51.0,432.0,25.0,3.0,51.0,36.0,,403.0,113.0,409.0,271.0,351.0,3.0,157.0,,152.0,2188.0,491.0,27.0,,45.0,193.0,46.0,3483.0,20.0,74.0,24.0,5104.0,5.0,11.0,4.0,602.0,3.0,23.0,143850.0,69.0,4.0,75.0,50.0,41.0,138.0,89.0,87.0,30.0,27.0,90.0,379.0,6.0,32.0,65.0,37210.0,1889.0,6184.0,49.0,23.0,,6.0,51.0,55.0,139.0,218.0
Interest > Auto Type > Performance Cars,4.0,455.0,24.0,4.0,1262.0,40.0,1277.0,23.0,48.0,3.0,1.0,178.0,22.0,19.0,5.0,7.0,606.0,,10.0,44.0,6.0,1.0,52.0,12.0,1.0,20.0,29.0,1.0,875.0,,11.0,15.0,342.0,2.0,1.0,250.0,29.0,16.0,78.0,22.0,42951.0,67.0,8.0,107.0,167.0,80.0,199.0,,98.0,336.0,141.0,1707.0,720.0,109.0,7.0,50.0,8.0,26.0,321.0,21.0,2.0,31.0,27.0,,244.0,71.0,241.0,208.0,314.0,2.0,105.0,,141.0,1762.0,237.0,37.0,,41.0,108.0,34.0,2975.0,10.0,42.0,15.0,5406.0,6.0,7.0,3.0,438.0,2.0,8.0,95524.0,48.0,2.0,49.0,25.0,60.0,111.0,61.0,56.0,53.0,20.0,52.0,328.0,6.0,19.0,56.0,23665.0,1325.0,4959.0,28.0,13.0,1.0,5.0,37.0,51.0,70.0,130.0
Interest > Automotive,1.0,519.0,40.0,12.0,2318.0,68.0,2831.0,31.0,90.0,2.0,1.0,260.0,55.0,49.0,13.0,19.0,1420.0,,11.0,72.0,7.0,8.0,70.0,28.0,3.0,34.0,59.0,4.0,2028.0,,35.0,26.0,601.0,5.0,5.0,580.0,107.0,39.0,128.0,27.0,101175.0,160.0,132.0,201.0,338.0,212.0,486.0,3.0,172.0,1026.0,425.0,3799.0,5338.0,171.0,18.0,73.0,13.0,44.0,745.0,27.0,1.0,61.0,36.0,2.0,343.0,99.0,356.0,349.0,522.0,,313.0,,249.0,3696.0,284.0,86.0,4.0,45.0,235.0,52.0,5257.0,23.0,86.0,27.0,10328.0,10.0,25.0,8.0,945.0,1.0,20.0,156517.0,66.0,4.0,113.0,45.0,65.0,110.0,125.0,144.0,125.0,30.0,107.0,397.0,10.0,45.0,129.0,36038.0,2288.0,7904.0,80.0,19.0,5.0,11.0,47.0,57.0,129.0,237.0
Interest > Automotive > Auto Buying and Selling,,106.0,14.0,5.0,714.0,24.0,779.0,5.0,25.0,1.0,,102.0,15.0,21.0,2.0,3.0,367.0,,3.0,27.0,1.0,3.0,33.0,5.0,2.0,6.0,22.0,1.0,107.0,,9.0,8.0,121.0,3.0,,139.0,22.0,8.0,48.0,4.0,26727.0,33.0,3.0,43.0,106.0,21.0,117.0,1.0,65.0,78.0,90.0,995.0,192.0,66.0,3.0,16.0,6.0,14.0,276.0,9.0,,10.0,15.0,,110.0,39.0,161.0,75.0,142.0,,59.0,,77.0,1045.0,40.0,7.0,,,63.0,9.0,1546.0,7.0,23.0,8.0,2210.0,2.0,6.0,2.0,281.0,,10.0,61061.0,20.0,2.0,25.0,20.0,8.0,46.0,27.0,29.0,4.0,9.0,23.0,275.0,4.0,7.0,21.0,11319.0,704.0,3092.0,21.0,1.0,,1.0,28.0,38.0,44.0,64.0
Interest > Automotive > Auto Insurance,,155.0,7.0,3.0,786.0,32.0,1683.0,6.0,21.0,,,28.0,7.0,16.0,5.0,6.0,545.0,,2.0,33.0,1.0,3.0,13.0,7.0,,14.0,18.0,2.0,844.0,,5.0,7.0,138.0,,,158.0,16.0,6.0,38.0,14.0,62517.0,39.0,120.0,50.0,133.0,131.0,283.0,,52.0,276.0,81.0,2121.0,1482.0,27.0,7.0,13.0,2.0,12.0,228.0,18.0,,14.0,11.0,,47.0,12.0,22.0,133.0,181.0,,56.0,,66.0,1936.0,14.0,12.0,1.0,16.0,37.0,11.0,2633.0,3.0,21.0,8.0,4844.0,1.0,9.0,3.0,361.0,,8.0,10963.0,25.0,4.0,26.0,14.0,13.0,9.0,36.0,46.0,20.0,4.0,28.0,275.0,5.0,6.0,18.0,12077.0,693.0,2844.0,17.0,7.0,,2.0,16.0,7.0,23.0,25.0
Interest > Automotive > Auto Parts,,181.0,13.0,6.0,1181.0,31.0,1460.0,13.0,43.0,1.0,,115.0,19.0,31.0,9.0,4.0,643.0,,5.0,46.0,1.0,3.0,39.0,10.0,2.0,17.0,25.0,1.0,1352.0,,14.0,15.0,372.0,2.0,1.0,251.0,47.0,12.0,71.0,15.0,51951.0,77.0,122.0,66.0,154.0,80.0,210.0,,98.0,331.0,165.0,1897.0,1587.0,80.0,5.0,24.0,7.0,23.0,364.0,17.0,,23.0,19.0,1.0,81.0,47.0,165.0,149.0,236.0,,115.0,,148.0,2034.0,94.0,16.0,2.0,18.0,99.0,15.0,2899.0,6.0,25.0,10.0,4493.0,4.0,13.0,6.0,541.0,,9.0,71953.0,30.0,3.0,46.0,27.0,21.0,51.0,40.0,62.0,20.0,13.0,41.0,306.0,6.0,9.0,30.0,18653.0,1041.0,5250.0,39.0,4.0,2.0,4.0,27.0,45.0,52.0,96.0
Interest > Automotive > Auto Recalls,,137.0,15.0,4.0,979.0,32.0,1330.0,11.0,28.0,,,91.0,12.0,27.0,3.0,5.0,577.0,,1.0,20.0,,3.0,19.0,9.0,,11.0,26.0,2.0,234.0,,12.0,9.0,168.0,3.0,,199.0,44.0,13.0,49.0,14.0,49678.0,64.0,121.0,63.0,143.0,102.0,236.0,,78.0,106.0,168.0,1707.0,255.0,65.0,3.0,20.0,3.0,16.0,380.0,21.0,,25.0,15.0,2.0,133.0,39.0,105.0,132.0,200.0,,132.0,,94.0,1583.0,73.0,16.0,,19.0,109.0,14.0,2385.0,5.0,43.0,9.0,4258.0,2.0,12.0,1.0,445.0,,12.0,46272.0,23.0,2.0,35.0,22.0,13.0,34.0,45.0,47.0,15.0,16.0,46.0,299.0,3.0,14.0,24.0,13479.0,947.0,4459.0,38.0,5.0,2.0,2.0,21.0,42.0,45.0,78.0
Interest > Automotive > Auto Rentals,,80.0,8.0,3.0,455.0,16.0,468.0,2.0,17.0,,,23.0,4.0,15.0,3.0,3.0,219.0,,1.0,22.0,1.0,1.0,11.0,3.0,,3.0,10.0,,905.0,,3.0,4.0,53.0,1.0,,82.0,15.0,2.0,27.0,3.0,19942.0,39.0,118.0,43.0,70.0,17.0,84.0,,43.0,235.0,64.0,657.0,104.0,22.0,1.0,19.0,6.0,5.0,123.0,15.0,,8.0,9.0,,97.0,18.0,46.0,51.0,110.0,,39.0,,84.0,799.0,11.0,16.0,,,32.0,7.0,1314.0,5.0,14.0,3.0,1733.0,,6.0,1.0,201.0,,6.0,20026.0,11.0,2.0,15.0,4.0,12.0,4.0,16.0,21.0,9.0,7.0,16.0,259.0,2.0,9.0,13.0,5696.0,419.0,2733.0,20.0,3.0,1.0,,10.0,40.0,10.0,24.0
Interest > Automotive > Auto Repair,,237.0,12.0,4.0,1207.0,31.0,1948.0,8.0,33.0,,,63.0,10.0,32.0,8.0,7.0,692.0,,2.0,47.0,1.0,1.0,23.0,9.0,1.0,17.0,30.0,2.0,1097.0,,8.0,8.0,185.0,2.0,1.0,224.0,33.0,11.0,63.0,15.0,70520.0,78.0,120.0,86.0,150.0,120.0,288.0,1.0,92.0,274.0,78.0,2549.0,412.0,30.0,5.0,28.0,4.0,11.0,386.0,21.0,,20.0,19.0,,157.0,33.0,62.0,159.0,247.0,,74.0,,125.0,2327.0,42.0,31.0,,25.0,81.0,15.0,3368.0,7.0,37.0,9.0,6025.0,1.0,12.0,2.0,546.0,,10.0,28811.0,27.0,2.0,32.0,22.0,26.0,19.0,35.0,47.0,28.0,6.0,46.0,305.0,4.0,16.0,43.0,16832.0,1018.0,4927.0,19.0,8.0,1.0,2.0,22.0,48.0,30.0,26.0
Interest > Automotive > Auto Safety,1.0,127.0,22.0,11.0,1363.0,48.0,2089.0,15.0,42.0,,1.0,162.0,20.0,27.0,6.0,10.0,849.0,,8.0,46.0,2.0,3.0,44.0,12.0,2.0,18.0,30.0,4.0,445.0,,20.0,15.0,236.0,,3.0,287.0,38.0,13.0,69.0,19.0,74902.0,73.0,121.0,67.0,228.0,140.0,359.0,,101.0,174.0,158.0,2663.0,244.0,92.0,11.0,19.0,9.0,28.0,434.0,24.0,1.0,34.0,18.0,1.0,86.0,52.0,217.0,223.0,336.0,,118.0,,114.0,2469.0,143.0,19.0,2.0,41.0,105.0,31.0,3605.0,6.0,29.0,14.0,5829.0,2.0,17.0,3.0,637.0,,14.0,100192.0,42.0,4.0,61.0,29.0,23.0,62.0,61.0,78.0,11.0,11.0,47.0,328.0,5.0,11.0,27.0,24193.0,1383.0,5106.0,27.0,12.0,2.0,3.0,29.0,45.0,68.0,107.0
Interest > Automotive > Auto Shows,,339.0,13.0,5.0,1157.0,35.0,1393.0,12.0,36.0,1.0,1.0,79.0,15.0,24.0,7.0,8.0,603.0,,4.0,37.0,1.0,1.0,21.0,10.0,,12.0,31.0,,562.0,,16.0,10.0,200.0,2.0,2.0,210.0,32.0,18.0,62.0,15.0,50767.0,79.0,124.0,83.0,149.0,88.0,232.0,1.0,83.0,345.0,199.0,1793.0,389.0,73.0,8.0,33.0,3.0,14.0,353.0,10.0,,25.0,18.0,2.0,229.0,34.0,81.0,147.0,255.0,,147.0,,130.0,1807.0,101.0,28.0,2.0,17.0,116.0,15.0,2807.0,11.0,48.0,13.0,4577.0,2.0,12.0,1.0,439.0,,12.0,37330.0,27.0,3.0,43.0,21.0,23.0,31.0,43.0,51.0,16.0,9.0,39.0,301.0,3.0,28.0,26.0,15360.0,1010.0,5005.0,43.0,7.0,1.0,2.0,23.0,47.0,49.0,70.0
Interest > Automotive > Car Culture,1.0,13.0,9.0,5.0,737.0,23.0,947.0,19.0,26.0,1.0,1.0,118.0,16.0,18.0,2.0,7.0,416.0,,8.0,23.0,2.0,3.0,31.0,8.0,1.0,12.0,16.0,1.0,137.0,,9.0,7.0,188.0,1.0,1.0,166.0,41.0,11.0,44.0,16.0,37342.0,68.0,4.0,29.0,111.0,66.0,158.0,,69.0,226.0,135.0,1178.0,457.0,62.0,2.0,6.0,5.0,28.0,314.0,7.0,,24.0,13.0,1.0,17.0,44.0,166.0,123.0,162.0,,96.0,,107.0,1138.0,178.0,5.0,,16.0,71.0,19.0,1764.0,9.0,39.0,13.0,2733.0,2.0,10.0,3.0,350.0,,8.0,67929.0,27.0,1.0,35.0,25.0,10.0,47.0,25.0,48.0,4.0,10.0,40.0,285.0,6.0,9.0,17.0,14958.0,751.0,3468.0,29.0,6.0,,3.0,13.0,35.0,50.0,125.0
Interest > Automotive > Dash Cam Videos,,127.0,8.0,1.0,654.0,16.0,748.0,1.0,14.0,1.0,1.0,72.0,10.0,16.0,2.0,5.0,308.0,,1.0,20.0,,1.0,17.0,8.0,,5.0,12.0,,346.0,,10.0,4.0,81.0,2.0,,121.0,20.0,4.0,20.0,13.0,27137.0,42.0,2.0,68.0,73.0,50.0,113.0,1.0,40.0,162.0,185.0,913.0,169.0,60.0,5.0,21.0,2.0,8.0,278.0,10.0,1.0,19.0,5.0,2.0,72.0,30.0,63.0,86.0,111.0,,91.0,,58.0,865.0,36.0,20.0,1.0,2.0,60.0,18.0,1402.0,1.0,28.0,6.0,2689.0,,5.0,,287.0,,7.0,31564.0,16.0,1.0,21.0,8.0,14.0,28.0,27.0,17.0,20.0,7.0,31.0,274.0,1.0,14.0,37.0,7203.0,557.0,3185.0,23.0,3.0,1.0,1.0,13.0,42.0,30.0,56.0
